Date,Daily_Score,Daily_State,Avg_Power,Avg_Wind_Speed
2018-03-24,72.5145217868282,Moderate,467.8285005313826,5.436112391580007
2018-03-25,75.80644020478736,Moderate,1327.3314129209855,7.433570842673291
2018-03-26,75.23699261447823,Moderate,2650.0445974510117,11.795672474926626
2018-03-27,75.93667784858427,Moderate,2849.213445998327,11.601674869770276
2018-03-28,73.72008786151605,Moderate,1327.9946793913823,7.435028553009026
2018-03-29,76.58157964153689,Moderate,2116.3230138901718,8.91980484031859
2018-03-30,70.23128874364828,Moderate,387.00848656608883,5.31926574593498
2018-03-31,75.39312336287948,Moderate,2066.2847736146696,10.560129715336666
2018-04-01,79.42137257526991,Moderate,3292.7130980452844,16.092741849945767
2018-04-02,76.92351012244954,Moderate,752.5190793261099,6.397268560197612
2018-04-03,66.1390547681996,Poor,167.76242990008828,4.392354051945567
2018-04-04,67.59446709852499,Poor,105.56966972351057,3.964223350797376
2018-04-05,67.26979226047413,Poor,151.28598531087204,4.322873036066686
2018-04-06,67.8806141007149,Poor,1987.466284240162,9.272982251353353
2018-04-07,71.24762322132028,Moderate,770.8506583854785,6.29957249907196
2018-04-08,68.21643435763302,Poor,1459.9570984880447,7.9077357544618305
2018-04-09,69.79183242621323,Poor,556.5562226010342,5.776192792912115
2018-04-10,63.556083146646706,Poor,151.00836897796023,4.362720714425135
2018-04-11,62.76512777634452,Poor,86.01814468090333,3.9895551112981895
2018-04-12,62.33944683982923,Poor,158.64434305826785,4.485233015484277
2018-04-13,58.345971696904876,Poor,115.66667457060358,4.219818835908711
2018-04-14,68.62816747287943,Poor,2001.032084927115,9.380318255768582
2018-04-15,75.56250574902643,Moderate,2962.269432983396,12.044421873092608
2018-04-16,73.05193642383146,Moderate,334.9806181999941,4.916990810824974
2018-04-17,61.79115335381704,Poor,463.0422270823326,5.470248218310077
2018-04-18,66.68561517078439,Poor,1353.8109828564282,7.987735872509085
2018-04-19,75.54558627634438,Moderate,2780.867133475636,11.352442277444338
2018-04-20,73.51311258708884,Moderate,2205.518350861911,9.217780300181518
2018-04-21,76.50551208197795,Moderate,975.7834841924542,6.759121102445258
2018-04-22,69.90491137048993,Moderate,325.2167065143581,5.235809355974193
2018-04-23,68.99100811441939,Poor,450.8563665167071,5.664013147354121
2018-04-24,68.09840049262652,Poor,261.7164429503598,4.883676284319391
2018-04-25,68.56142659598711,Poor,427.2491974337343,5.7388978662161945
2018-04-26,74.33573528475851,Moderate,575.8803183767525,6.039505066695033
2018-04-27,72.53965249450992,Moderate,1745.3457580768686,8.787175816116886
2018-04-28,74.09572789960121,Moderate,2942.6380832619834,11.841231649869066
2018-04-29,68.96244900499904,Poor,1219.952310142515,7.51984488487242
2018-04-30,58.569081222067126,Poor,275.3324143886562,5.023696445756484
2018-05-01,61.68755791187586,Poor,101.87053935932643,4.106730092246573
2018-05-02,64.95446722968047,Poor,212.25524438222217,4.672580186525976
2018-05-03,69.46505821060647,Poor,414.389958947391,5.286173169895748
2018-05-04,65.08224394333698,Poor,1017.5111789703354,6.854307413101185
2018-05-05,65.26859782031558,Poor,799.8336819118912,6.525328869289814
2018-05-06,65.35109183612165,Poor,1350.1848373950347,7.690053553648384
2018-05-07,70.75954686415018,Moderate,952.2813105309133,6.778686227469602
2018-05-08,73.382544618344,Moderate,534.9542612368166,5.5676742504983
2018-05-09,70.28636669982397,Moderate,366.8765366583155,5.252082703691536
2018-05-10,67.08263967257595,Poor,207.187516768773,4.549967596928274
2018-05-11,73.55043929856352,Moderate,751.8482385832679,6.192351429626854
2018-05-12,75.47372735465446,Moderate,2450.76290993285,9.92353236129858
2018-05-13,74.53147193559414,Moderate,667.3800166447946,5.7437158446562835
2018-05-15,69.36151230847696,Poor,729.2782668623803,6.039215853047914
2018-05-16,68.22074092451865,Poor,1804.6891140872465,8.936513499037833
2018-05-17,68.84242593682505,Poor,1268.962592315672,7.773497937275798
2018-05-18,60.61434754702051,Poor,431.36422445418935,5.094415476981624
2018-05-19,67.5971211332187,Poor,220.43180370330782,4.669506607736854
2018-05-20,73.50692896056145,Moderate,783.3433399053707,6.550417348054734
2018-05-21,73.04601053210703,Moderate,1663.879901592545,8.655513643384806
2018-05-22,73.55936918164613,Moderate,746.4770253999949,6.359534398777274
2018-05-23,66.59723360692495,Moderate,188.760134213591,4.46995187785527
2018-05-24,68.13247072217472,Poor,731.1201756596548,6.246292735139523
2018-05-25,73.05480031949457,Moderate,1810.289242358915,8.63299130378884
2018-05-26,76.08330359745727,Moderate,2542.341212512598,10.289400162235353
2018-05-27,71.73388579500612,Moderate,1607.6904450560621,8.349958807444388
2018-05-28,74.03047906737025,Moderate,1727.959251610006,8.586266137458171
2018-05-29,74.43647007021407,Moderate,1406.2547909854193,7.669932491158772
2018-05-30,73.01303456583246,Moderate,1867.5105344292235,8.892150541552052
2018-05-31,73.28529931455772,Moderate,1168.7402086591371,7.408020192926574
2018-06-01,73.30747724480136,Moderate,1740.5255968305778,8.80798273947502
2018-06-02,72.42437224249365,Moderate,918.2420930724197,6.884676933288569
2018-06-03,68.99122265805804,Moderate,389.4434105896744,5.131272775082544
2018-06-04,59.26605406917628,Poor,105.59556216728372,4.195771473210027
2018-06-05,68.5734981712739,Poor,296.9292989847608,4.9845931092087055
2018-06-06,66.89893581621241,Poor,748.1440328940358,6.181201078952878
2018-06-07,64.28584903729076,Poor,404.33040372063033,5.2649611164541765
2018-06-08,69.56221154999136,Poor,311.5550584552664,5.12888782364981
2018-06-09,65.47385106977524,Poor,333.1908240685092,5.324777199671813
2018-06-10,71.7253414985357,Moderate,2068.2543810738434,9.432887838946423
2018-06-11,77.70925811388578,Moderate,3275.643464660642,12.729224914312315
2018-06-12,74.26934922024105,Moderate,2266.1826688669,10.464825296053895
2018-06-13,69.74658693868807,Poor,657.034512991856,6.267125558371491
2018-06-14,63.54901251852473,Poor,880.0287601865545,6.912112499105515
2018-06-15,66.67619470143542,Poor,1262.151855699942,7.892133845223309
2018-06-16,65.67142479349853,Poor,963.3933311380356,7.0321197048310164
2018-06-17,59.55206947201837,Poor,133.07769450274353,4.2123903577977915
2018-06-18,71.0808450856244,Moderate,335.7672088742253,5.133783303201194
2018-06-19,73.78058814811308,Moderate,1471.710393647888,7.9467594671893576
2018-06-20,73.04150596226253,Moderate,1382.486017862953,7.902168545458044
2018-06-21,65.26846239155518,Poor,423.76704311370776,5.33898677609183
2018-06-22,68.65559844880997,Poor,910.6750251368454,6.746558586756383
2018-06-23,73.7273433307879,Moderate,1226.3032209608266,7.420145214113408
2018-06-24,73.65497850457133,Moderate,2415.447701943884,10.097423469698073
2018-06-25,72.37297648902495,Moderate,2195.476732042098,9.648903754022363
2018-06-26,71.64222517779638,Moderate,1161.755512536089,7.274489576920204
2018-06-27,65.78047967420024,Poor,1570.4149151696083,8.361116120550347
2018-06-28,70.3151759937375,Poor,1237.0129352598678,7.652226207820506
2018-06-29,70.60324980611237,Moderate,1896.0370261832431,9.11173892021177
2018-06-30,71.45072903578036,Moderate,1960.9848592823917,9.312573722313171
2018-07-01,69.40526321054345,Poor,567.9868642886469,5.871645179887608
2018-07-02,70.86909806289322,Moderate,1292.9870397849138,7.997047056917274
2018-07-03,72.09253575840123,Moderate,552.6791301924591,5.62198984006355
2018-07-04,70.10052783554943,Poor,977.9870622158035,7.19179999828338
2018-07-05,68.62742656418827,Poor,449.487522260277,5.565855855435392
2018-07-06,64.39692719925975,Poor,182.28092470476673,4.463633819292945
2018-07-07,71.89429084318316,Moderate,817.6267672856635,6.724512239297225
2018-07-08,70.97421703370182,Moderate,893.2041219585988,6.778474402253637
2018-07-09,68.48403483529168,Poor,253.93377923452675,4.778266668319697
2018-07-10,61.83990884135926,Poor,166.247532266085,4.441188808347352
2018-07-11,71.18091623606891,Moderate,1414.5186107875566,8.0110822074063
2018-07-12,72.33184874985683,Moderate,1584.0472634451696,8.526891030584055
2018-07-13,71.01440203771234,Moderate,1387.5305030662669,8.105381292063031
2018-07-14,72.50357680868586,Moderate,885.287056287128,6.870606604549615
2018-07-15,66.74084404563875,Poor,507.16005316320394,5.815456808737984
2018-07-16,67.84099181123048,Poor,112.60144596883679,4.046435016475307
2018-07-17,69.15964495248674,Poor,304.18201328206897,5.0504011688408985
2018-07-18,70.47037199794946,Moderate,446.08037705352274,5.288354939308714
2018-07-19,71.81824729178713,Moderate,466.94143343683436,5.5793614120625685
2018-07-20,70.89769082411772,Moderate,358.8591804199214,5.207642719268795
2018-07-21,63.53456066788095,Poor,188.89478953225236,4.61658894675118
2018-07-22,74.77960383736547,Moderate,161.67219778207587,4.289525930698097
2018-07-23,60.714694487118074,Poor,188.2827373303863,4.497626819108656
2018-07-24,67.07583548941967,Poor,761.042314250294,6.024142782862585
2018-07-25,66.65839656150082,Poor,144.3001799901323,4.238258858521775
2018-07-26,67.0202757764513,Poor,204.76648457845016,4.644300130697394
2018-07-27,66.91655627207747,Poor,491.7659783935539,5.40028143882751
2018-07-28,53.35863763544545,Poor,98.25142898559554,4.127895832061763
2018-07-29,66.37886867686402,Poor,191.02298873578974,4.513478541038401
2018-07-30,71.6460912732073,Moderate,455.10550228999125,5.453978767761813
2018-07-31,71.3314798675692,Moderate,1086.216504379056,7.283640025367193
2018-08-01,72.98776428674856,Moderate,891.5917561483019,6.925262173302735
2018-08-02,73.74727276161217,Moderate,1860.7166621685003,8.996439643204193
2018-08-03,76.08662787745385,Moderate,2144.144398770589,9.614410899406236
2018-08-04,77.9510718187267,Moderate,3252.9872147409515,12.010719311864708
2018-08-05,75.64378089668801,Moderate,3016.778474261045,11.665764219441948
2018-08-06,72.71198620467385,Moderate,1664.488343768647,8.6783869465192
2018-08-07,72.88302456014078,Moderate,2202.8354756123285,9.779469409504424
2018-08-08,71.92544381188578,Moderate,2251.313516031899,9.819343220392836
2018-08-09,74.6507414078136,Moderate,2590.226854424725,10.477129271155874
2018-08-10,78.62704054835362,Moderate,3346.236476697417,12.990887839543143
2018-08-11,80.73885424880696,Moderate,3518.5393709749765,13.504405459842113
2018-08-12,76.20974173587908,Moderate,2942.42827017355,11.408828860161247
2018-08-13,74.0461466067983,Moderate,2686.4797731949952,10.795634679346238
2018-08-14,69.43903552665549,Poor,1570.4192684113011,8.479482909989711
2018-08-15,70.61792683180909,Poor,949.6777587101358,7.126974944410647
2018-08-16,71.43399807567351,Moderate,635.7548457485127,6.250934049234547
2018-08-17,69.83893884147565,Moderate,1012.7611642348014,7.070223413737467
2018-08-18,72.10725539760092,Moderate,2039.7287248282573,9.799770611730091
2018-08-19,78.65714020270092,Moderate,3368.7446990966773,12.946343332529016
2018-08-20,75.92825772885561,Moderate,3054.828778787622,11.474356677634534
2018-08-21,72.68609308593349,Moderate,1724.539373061233,8.836441492333115
2018-08-22,75.13724021595081,Moderate,2710.9658304148675,11.194809354584757
2018-08-23,76.36290434684886,Moderate,3193.918524592175,12.281546838628374
2018-08-24,72.59767578697547,Moderate,1558.4300317426082,8.37047818704698
2018-08-25,73.42496155329569,Moderate,562.6006404106764,5.904477594095628
2018-08-26,69.29974552707674,Moderate,297.42196662609354,4.931957813409653
2018-08-27,70.7870059717538,Moderate,564.0373719139428,5.889315917428611
2018-08-28,70.35820461399166,Moderate,2052.865985373926,9.586891873242077
2018-08-29,70.47034306002215,Moderate,1508.5912076260154,8.316609686993527
2018-08-30,71.80040848310946,Moderate,1218.1218217436233,7.570581176064218
2018-08-31,73.53522644824399,Moderate,2598.236042744402,10.98891884249607
2018-09-01,74.80704786486304,Moderate,2706.826973444296,11.44334661206109
2018-09-02,75.28375317661352,Moderate,2745.2430416034254,11.259936293219267
2018-09-03,75.33032327553636,Moderate,1885.1472607434255,9.212862825005987
2018-09-04,63.1243618804268,Poor,208.5426233424693,4.584931240525351
2018-09-05,70.62078346016875,Moderate,775.8235018470052,6.391132929108353
2018-09-06,68.90554428863663,Moderate,471.7232149742739,5.497965480830214
2018-09-07,71.64746422711313,Moderate,411.78399044218446,5.231321536926992
2018-09-08,71.16806943359477,Moderate,633.2565220214498,6.1096432287614375
2018-09-09,71.96556677067981,Moderate,658.300768379036,6.151390809139216
2018-09-10,68.00267260921603,Moderate,476.24949424211303,5.609070659607875
2018-09-11,70.89903039370054,Moderate,491.8816352360681,5.788625623138853
2018-09-12,73.28341374244744,Moderate,1427.419457150487,7.8456663569224085
2018-09-13,74.84527385656465,Moderate,2061.94590091009,9.416225927589558
2018-09-14,70.58058559792545,Moderate,1041.2717840819216,6.882662984122208
2018-09-15,66.34636017360614,Poor,271.89146788914934,4.767275373140966
2018-09-16,72.83108143543075,Moderate,1398.318902749929,7.599851179966866
2018-09-17,75.45293492444434,Moderate,2885.6591589585764,11.170424587321694
2018-09-18,75.58922703257925,Moderate,2719.091661286831,10.727244527547919
2018-09-19,75.17531263464319,Moderate,2949.1006152961804,11.089762950245294
2018-09-20,74.19144120714321,Moderate,2310.0695655459426,9.91318627766198
2018-09-21,75.21904627485567,Moderate,1195.2126657286665,7.329423530777882
2018-09-22,65.50503788263669,Poor,178.67099642753564,4.526832323182709
2018-09-23,70.40888519086107,Moderate,454.9844623124298,5.494129933601563
2018-09-24,69.22909763194535,Poor,1279.5006915330864,7.584885280579317
2018-09-25,78.2007376954513,Moderate,3194.0724579056855,11.867655710457152
2018-09-26,81.88024514578215,Moderate,3582.7543443653653,14.51020937096578
2018-09-27,78.44643633093953,Moderate,3054.6003910944987,11.827308125984931
2018-09-28,72.82241571098572,Moderate,2262.978251922227,9.452027821343764
2018-10-03,69.3019519347543,Poor,310.468247504461,5.076715247971666
2018-10-04,71.5912244671367,Moderate,1227.9376860251775,7.257139961536101
2018-10-05,79.9897955389931,Moderate,3349.661938321056,12.146441052673682
2018-10-06,75.14866352157861,Moderate,2008.2782083730203,9.169989499889416
2018-10-07,76.06129744868754,Moderate,285.13120462326737,4.718907149632767
2018-10-08,70.82683227484472,Moderate,678.263167405739,6.163776546461961
2018-10-09,76.0649608305732,Moderate,2976.377566731768,11.25842692375179
2018-10-10,76.0700674798249,Moderate,2779.135409929892,10.635713463587438
2018-10-11,72.92276771110396,Moderate,1263.523663343579,7.49952972673736
2018-10-12,74.62896284386571,Moderate,2471.787551076786,9.99883223207371
2018-10-13,76.87239104686061,Moderate,1984.6377715012095,8.847079171805532
2018-10-14,76.79796219449094,Moderate,1196.2861622704381,7.306262153718198
2018-10-15,75.27079384013624,Moderate,1057.083826833299,7.069845068785874
2018-10-16,73.36226364469775,Moderate,1403.27749609947,7.784228334824231
2018-10-17,72.69263506305992,Moderate,1218.2722462245376,7.491556644439691
2018-10-18,72.32081520765603,Moderate,394.38284887961237,5.179908732755464
2018-10-19,68.54740860785968,Moderate,130.03774892366812,4.153408197256228
2018-10-20,75.05922300356598,Moderate,586.1631446689745,5.710426906486605
2018-10-21,74.44851137206828,Moderate,706.9915892018203,6.377970842851528
2018-10-22,74.72795534028369,Moderate,1530.330498165552,8.317413048611739
2018-10-23,71.49128211713601,Moderate,1461.4430239701448,7.9456138109960275
2018-10-24,72.81380210778347,Moderate,1924.72133959664,9.251820910308076
2018-10-25,74.85694615802522,Moderate,2148.1591020153396,9.261649740895894
2018-10-26,75.04339353810457,Moderate,2019.9627202351865,9.078981654511539
2018-10-27,76.01883796243149,Moderate,2588.5432573954236,12.146785090366969
2018-10-28,74.75956120180629,Moderate,2178.260051908945,10.242513786367796
2018-10-29,68.75021446438859,Poor,737.5310873808667,6.380801766007028
2018-10-30,70.40986343328547,Moderate,1809.049868120465,8.83462954702828
2018-10-31,66.6945573754787,Poor,1194.8569461277536,7.747173388799022
2018-11-01,65.72828481530443,Poor,1248.0657511737843,7.5247663849982
2018-11-02,71.3146319959332,Moderate,2187.0235727865843,9.968521643811297
2018-11-03,75.23918311212864,Moderate,2750.261613544662,10.869497590943352
2018-11-04,74.97547387377656,Moderate,1547.440540107519,8.204119018606221
2018-11-05,75.41615204884847,Moderate,2896.983387928133,11.051829338073691
2018-11-06,73.88189845135359,Moderate,2706.184932427116,10.63557585453823
2018-11-07,74.96623875153853,Moderate,1532.8010507848117,8.214655569870095
2018-11-08,75.02801396111101,Moderate,1119.5258527483238,7.406290946687966
2018-11-09,75.64916852890647,Moderate,802.7662025665055,6.533030206506898
2018-11-10,76.7126145079478,Moderate,922.6244370245148,6.795319926354188
2018-11-14,74.46631950719785,Moderate,883.3282627012658,6.75398812642911
2018-11-15,73.49443973066381,Moderate,1318.1830594618225,7.101337487880988
2018-11-16,77.58520598900859,Moderate,2316.8045067257326,9.434983859459535
2018-11-17,78.10853794757658,Moderate,1533.868525115534,7.881657205836864
2018-11-18,74.28946687024683,Moderate,1424.5489583387423,8.00427294284738
2018-11-19,75.96627842175415,Moderate,2551.1263852875786,12.612457689745645
2018-11-20,73.91327853780392,Moderate,1512.5635324412365,8.13666689971396
2018-11-21,69.78088759009343,Moderate,804.4869624976814,6.678222534351774
2018-11-22,76.37739828637903,Moderate,2446.8431111971518,9.667213372389444
2018-11-23,78.68676511947419,Moderate,1978.3418982518838,8.775445735617843
2018-11-24,75.98893937581154,Moderate,1256.3366973513632,7.290845466795412
2018-11-25,75.8262169079187,Moderate,2386.462955753976,9.962652180252972
2018-11-26,81.2242309410272,Moderate,3601.720531887476,18.008666992187454
2018-11-27,79.47564064098263,Moderate,3465.1073179502723,15.282209438246603
2018-11-28,77.41496568653031,Moderate,3071.638812116672,12.093240003328027
2018-11-29,81.56438939157151,Moderate,3574.173877280828,15.055463099639638
2018-11-30,76.27858570514283,Moderate,3286.7769346494906,15.089105039029453
2018-12-01,55.44674836167131,Poor,70.73958320617655,3.8094521522521902
2018-12-02,70.36591016579195,Moderate,325.7153046649431,4.667510792828983
2018-12-03,73.21148810131972,Moderate,507.3665966155026,5.4137991193741035
2018-12-04,77.2105140043532,Moderate,1108.7507486605841,7.073839961935614
2018-12-05,77.19201732753606,Moderate,3500.7579604640123,12.63038872227519
2018-12-06,79.63867086149646,Moderate,3255.38747650722,13.595281771893731
2018-12-07,81.25387942678611,Moderate,1416.5730582645945,7.269062096731991
2018-12-08,77.63831822835324,Moderate,2385.6791584378175,10.48232692990981
2018-12-09,81.4485129307479,Moderate,3542.354404164007,13.907442138308516
2018-12-10,75.04355579496274,Moderate,2112.6319365277363,9.03346102189695
2018-12-11,76.50637792240657,Moderate,1238.8910585045794,7.062649659812441
2018-12-12,72.62235773306841,Moderate,449.5353931699476,5.334119564010979
2018-12-13,73.93692522329488,Moderate,2150.8634616225486,9.575661374561804
2018-12-14,73.78485682975085,Moderate,1587.4077391332485,8.355464351420485
2018-12-15,77.64873899959584,Moderate,2424.9443999191776,10.99414335119311
2018-12-16,69.54970810630272,Moderate,925.6011844123747,6.6406668584371245
2018-12-17,64.68307161739119,Poor,95.71380736611094,4.0092323043129605
2018-12-18,77.38412503477953,Moderate,2037.6875680084208,9.300852418899517
2018-12-19,73.11428997325642,Moderate,3089.0719588842135,13.04166527283493
2018-12-21,75.93627424996284,Moderate,1110.5998193001237,6.96818627873245
2018-12-22,77.95069632744722,Moderate,3225.547881297574,11.544566230896146
2018-12-23,79.29326688265472,Moderate,2338.2618241934915,9.841966458024622
2018-12-24,78.4964814403369,Moderate,3078.763149485866,15.34089596131265
2018-12-25,72.76292803996431,Moderate,2123.943078613278,9.388969469070418
2018-12-28,72.04956174219319,Moderate,389.9448204040524,5.291213567440321
2018-12-29,80.20561424424243,Moderate,617.9087628303681,5.9105108646636255
2018-12-31,73.96654168513068,Moderate,1324.5170091532027,7.262752031875858
